kind,local_id,name,remoteId,deletedAt
suppliers,7289,ABC,9548a6941c615d5ab8d3355d24e2a902,
suppliers,7317,Amanda,218619bb6b295fa093f8c6c682f81f40,
suppliers,7324,Ante,133d8bb18c685985abd5bb2aff26e187,
suppliers,7277,Baima,8c505ff264cf590f96006b5e0cc7317a,
suppliers,7268,Bambi,a1b6c3c0678e5afa9be4c4ae97ab9ec2,
suppliers,7318,Belina,84cf1c5199cf59d680cdd0cdc871da8d,
suppliers,7320,Bochacha,739cc1fe6b24546ebb496d5b5073442e,
suppliers,7282,"Buen amigo",e79679c724a0553e9b6612ad15ef7b53,
suppliers,7261,"Buena familia",b581188968155d309b8aa902a822f403,
suppliers,7304,"Buenos amogos",0e21d457db03538ea9a5f3c696352841,
suppliers,7309,"Casa suerte",8fc3d6c2a71c551391c3414aebf77909,
suppliers,7288,Cherimoya,bcfba6c1911451779802a4927b29f9e9,
suppliers,7297,Cosmemart,975a35365bd558169993ebc8c4de718f,
suppliers,7295,"Ding li",7a57cff580b150e0ba412329bbca11b3,
suppliers,7280,"Dream diy",bff1b3cd5c6f5acbafbdbe739ea72c9a,
suppliers,7299,Exlin,72451861894656a5be7dec7bfe0d5863,
suppliers,7274,"Feliz group",dcefcdda81405d62a1f32ec9a7ab716c,
suppliers,7285,Fenix,47bd773add4d5acbb8dc68063d236f61,
suppliers,7303,"Grand ocean",314b2ef5ece75aaa8aebad7ee1ed5f4e,
suppliers,7267,Homey,6609fea5a1025a218229417d8713884c,
suppliers,7260,"Hyper asia",97ddf63d93b35528bda7191159e47307,
suppliers,7265,"Inno DIY",76ad746bf9f65669a1b796ca0669b19c,
suppliers,7301,"Jiang nan",f3ea9f3a50805e399194dfeda070a17e,
suppliers,7269,Keke,eb49edee42435f90b2036c73738d0dcc,
suppliers,7271,Lida,cc68c2ccc9305b3aa430415158119b37,
suppliers,7323,Manuale,bcf88ba54e17599b89ad126fa189cd5f,
suppliers,7302,"Max belleza",f75c1ae9bb8b500ea0bafbf9bbf42e0a,
suppliers,7305,MaxBelleza,eec8f190c3d75f8fa5cbe4f88881e393,
suppliers,7264,"Mei de Moda",5209f5a2d9ec5374a37e51b75a553160,
suppliers,7291,"Mei duo",067fa9b36a735b25962da8f554e7036c,
suppliers,7308,"Mi única",67ea1bee8bec5df28f9303ad3cc594fd,
suppliers,7294,Mile,7ed872ec3acd5870a6786c14fca5795e,
suppliers,7311,"Moda lina",f7dde6ff0f4e57a6aebe4d38c25a9cf7,
suppliers,7259,Motarro,f10bd1f1f6f55a789b61da07899413ee,
suppliers,7263,"Motarro DIY",563f410db41c50d5a75c8fc29745206c,
suppliers,7275,"Nueva era",400158ae5b365e049f119938bd8fea91,
suppliers,7313,OMAS,67c8234cffdd5984a53cb13aec474519,
suppliers,7276,Pinmark,de7e752cc1bf5e248e62f9847b10ed0b,
suppliers,7307,"Qiao xiang",dd2bf7c4be495d54b827a20f6656fb55,
suppliers,7310,"River Richer",99845d2b898b59e890a576da9aab642b,
suppliers,7287,Rosasol,cdf074d2d53a5da78e55f46ce0fba406,
suppliers,7284,"Shopping hogar",fea9ba2f04ab5afaada440ae757f7f0d,
suppliers,7290,TASK072C_ANDROID_R20260619_1345_PRODUCT_SUPPLIER,875bd91356c94a91a05fa6bebd2bfd19,
suppliers,7312,TASK072C_IOS_20260619T174023Z_SUPPLIER_TOMBSTONE,64f9cf43ac004961b6ce3ccdc9c305f7,
suppliers,7281,TASK072C_IOS_20260619T174023Z_SUPPLIER_UPDATE_FINAL,697bb202ff2449a98cf983f2b8553672,
suppliers,7315,TASK072C_IOS_20260619T175420Z_SUPPLIER_UPDATE_FINAL,82f6b0511ebb461e87594a3475380d16,
suppliers,7321,TASK135_ANDROID_AFTER_PRUNE_20260617_192425_SINGLE_SUP_ANDROID,2737e8418a7041aa8e22df5fdcfe88d5,
suppliers,7314,TASK135_ANDROID_CROSS_20260617_193207_SINGLE_SUP_ANDROID,59b7c9efb98c4e3fbc9f18e087051e70,
suppliers,7306,TASK135_IOS_CROSS_20260617_193032_SINGLE_SUP_IOS,c270913e4b25449891fc744b3aa4d3e1,
suppliers,7283,TASK135_IOS_LIVE_20260617_1849_SINGLE_20260617T224849Z_IOS_1_SINGLE_SUP_IOS,9d043cee524f4a898bc6ced1f3584fc1,
suppliers,7262,TASK135_MATRIX_20260617_192636_RT_20260617T232636Z_ANDROID_MATRIX_SUP_ANDROID,062fe9cb9299416b845778e8d4afc153,
suppliers,7258,TASK135_MATRIX_20260617_192636_RT_20260617T232636Z_IOS_MATRIX_SUP_IOS,4fe1a22eb30e4a26914625137bdc4e04,
suppliers,7279,TASK135_OPTIONS_FIX_20260617_1912_SINGLE_20260617T231229Z_IOS_1_SINGLE_SUP_IOS,f64f7f3eccb749e3acef5832abd4b5d1,
suppliers,7278,"Tian Bao",0214e27de125530aaf8bc5c3d6c03c3a,
suppliers,7286,Weilisena,aa2be7bb1b235e96b08c35b0490c47ab,
suppliers,7266,Wenzo,9ac923081d205fd68eefb46abbf88297,
suppliers,7296,Woox,aa52b6e8ab1c5ce6896d8d12046f6ba5,
